timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
20251030T091853.00-0300,-29.247257,-50.920575,8.37,12,792.40,0.74
20251030T092506.00-0300,-29.246688,-50.921753,0.39,12,801.40,0.80
20251030T092507.00-0300,-29.246684,-50.921751,0.93,12,799.70,0.69
20251030T092508.00-0300,-29.246686,-50.921758,1.30,12,795.40,0.69
20251030T092509.00-0300,-29.246689,-50.921756,5.65,12,793.20,0.67
20251030T092510.00-0300,-29.246681,-50.921747,6.30,12,792.30,0.69
20251030T092511.00-0300,-29.246672,-50.921741,7.33,12,791.20,0.69
20251030T092512.00-0300,-29.246664,-50.921729,6.48,12,791.00,0.69
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
20251030T092513.00-0300,-29.246656,-50.921718,5.93,12,790.40,0.69
20251030T092514.00-0300,-29.246648,-50.921699,7.61,12,790.20,0.69
20251030T092515.00-0300,-29.246629,-50.921679,12.11,12,790.30,0.69
20251030T092516.00-0300,-29.246600,-50.921660,13.08,12,790.20,0.69
20251030T092517.00-0300,-29.246571,-50.921647,13.33,12,790.80,0.69
20251030T100928.00-0300,-29.246855,-50.918952,0.15,12,791.70,0.75
20251030T100929.00-0300,-29.246868,-50.918959,0.28,12,792.40,0.63
20251030T100930.00-0300,-29.246884,-50.918967,0.41,12,793.90,0.63
20251030T100931.00-0300,-29.246884,-50.918964,0.28,12,793.90,0.63
20251030T100932.00-0300,-29.246883,-50.918963,0.26,12,793.40,0.63
20251030T100933.00-0300,-29.246884,-50.918962,0.20,12,793.50,0.63
20251030T100934.00-0300,-29.246883,-50.918961,0.13,12,793.40,0.63
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
20251030T100936.00-0300,-29.246884,-50.918960,0.65,12,793.70,0.63
20251030T100937.00-0300,-29.246886,-50.918960,0.72,12,793.90,0.63
20251030T100938.00-0300,-29.246888,-50.918961,0.57,12,794.70,0.66
20251030T100939.00-0300,-29.246889,-50.918961,0.31,12,794.60,0.63
20251030T100940.00-0300,-29.246890,-50.918961,0.17,12,794.50,0.63
20251030T104151.00-0300,-29.246012,-50.921504,1.46,10,794.70,1.01
20251030T104152.00-0300,-29.246021,-50.921510,1.57,11,795.60,0.86
20251030T104153.00-0300,-29.246026,-50.921499,0.81,11,793.50,0.86
20251030T104154.00-0300,-29.246030,-50.921487,0.81,12,791.40,0.82
20251030T104155.00-0300,-29.246031,-50.921481,0.67,12,789.70,1.01
20251030T104156.00-0300,-29.246033,-50.921475,0.72,12,789.30,0.86
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
20251030T104157.00-0300,-29.246030,-50.921475,1.94,12,788.40,0.86
20251030T104158.00-0300,-29.246023,-50.921474,3.00,12,787.70,0.86
20251030T104159.00-0300,-29.246013,-50.921481,4.82,11,787.40,1.01
20251030T104200.00-0300,-29.246001,-50.921487,4.32,12,786.70,0.94
20251030T104201.00-0300,-29.245985,-50.921487,5.91,12,784.50,0.94
20251030T110704.00-0300,-29.245472,-50.921589,0.44,11,795.00,0.84
20251030T110705.00-0300,-29.245460,-50.921578,0.22,12,791.90,0.78
20251030T110706.00-0300,-29.245446,-50.921573,0.11,12,790.60,0.73
20251030T110707.00-0300,-29.245436,-50.921568,0.17,12,790.60,0.73
20251030T110708.00-0300,-29.245434,-50.921565,0.20,12,790.70,0.76
20251030T110709.00-0300,-29.245430,-50.921564,0.09,12,790.80,0.73
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
20251030T110710.00-0300,-29.245428,-50.921563,0.11,12,790.80,0.76
20251030T110711.00-0300,-29.245427,-50.921560,1.02,12,790.60,0.76
20251030T110712.00-0300,-29.245420,-50.921552,2.41,12,789.50,0.83
20251030T110713.00-0300,-29.245418,-50.921545,2.48,12,789.10,0.71
20251030T110714.00-0300,-29.245413,-50.921534,3.41,12,788.30,0.82
